user_id,country,age,signup_date,subscription_type,subscription_status,months_inactive,inactive_3_months_flag,ad_interaction,ad_conversion_to_subscription,music_suggestion_rating_1_to_5,avg_listening_hours_per_week,favorite_genre,most_liked_feature,desired_future_feature,primary_device,playlists_created,avg_skips_per_day
31985,Mexico,47,2022-11-12,Student,Active,0,0,Yes,No,3,9.93,Hip-Hop,AI DJ,Concert Alerts,Smart Speaker,5,10
31986,Italy,60,2020-10-15,Student,Active,2,0,Yes,No,3,5.07,Indie,Playlists,Social Listening,Desktop,7,10
31987,India,24,2019-08-05,Premium Family,Active,2,0,No,No,4,10.42,Jazz,Playlists,Better AI Recommendations,Desktop,4,8
31988,Australia,47,2022-07-19,Premium Family,Active,1,0,Yes,No,4,1.67,Rock,Offline Mode,HiFi Audio,Smart Speaker,14,10
31989,Italy,22,2020-11-28,Free,Active,4,1,No,No,3,4.2,Latin,Lyrics,Better AI Recommendations,Desktop,4,10
31990,USA,30,2022-04-18,Free,Active,1,0,No,No,2,7.38,Bollywood,Discover Weekly,HiFi Audio,Mobile,12,17
31991,Indonesia,57,2023-10-23,Free,Active,2,0,Yes,No,1,3.39,Bollywood,Radio,Better AI Recommendations,Car System,10,9
31992,Canada,17,2025-12-08,Premium Individual,Active,2,0,No,No,5,14.26,Electronic,Daily Mix,Better AI Recommendations,Tablet,5,9
31993,Mexico,27,2024-08-23,Free,Active,0,0,No,No,2,16.06,Electronic,Offline Mode,Lyrics Translation,Tablet,5,5
31994,Germany,59,2023-12-23,Premium Individual,Active,0,0,Yes,No,5,5.37,Classical,Offline Mode,Social Listening,Desktop,6,6
31995,Australia,45,2022-12-31,Free,Active,1,0,Yes,No,1,17.49,Indie,AI DJ,Concert Alerts,Desktop,6,6
31996,Spain,29,2020-07-21,Premium Individual,Active,0,0,Yes,No,4,18.81,Bollywood,Radio,HiFi Audio,Mobile,9,10
31997,Spain,58,2023-04-20,Premium Family,Active,1,0,Yes,No,4,11.06,Bollywood,Radio,Mood-based Auto Playlists,Car System,13,8
31998,UK,42,2025-02-03,Premium Duo,Active,0,0,No,No,4,13.89,Classical,Podcasts,Social Listening,Tablet,5,8
31999,UK,54,2018-10-10,Premium Duo,Active,0,0,No,No,1,15.75,Latin,Offline Mode,Social Listening,Car System,6,10
32000,Brazil,46,2020-09-17,Free,Active,0,0,Yes,No,4,14.42,Jazz,Discover Weekly,Lyrics Translation,Desktop,7,14
32001,Italy,36,2024-03-14,Premium Family,Active,0,0,No,No,4,14.38,R&B,Podcasts,Mood-based Auto Playlists,Tablet,10,11
32002,Italy,33,2019-11-29,Free,Inactive,3,1,Yes,No,3,10.3,Rock,Discover Weekly,Social Listening,Tablet,6,7
32003,Indonesia,33,2021-04-15,Free,Active,0,0,No,No,3,5.15,Latin,AI DJ,HiFi Audio,Smart Speaker,3,14
32004,Indonesia,58,2020-01-17,Free,Active,0,0,No,No,4,1.06,Country,AI DJ,HiFi Audio,Desktop,6,12
32005,Mexico,51,2021-07-20,Premium Individual,Active,2,0,Yes,No,1,4.55,Indie,Playlists,HiFi Audio,Car System,13,11
32006,UK,51,2023-01-08,Premium Individual,Active,0,0,Yes,No,5,12.89,Pop,Radio,Better AI Recommendations,Tablet,6,7
32007,Spain,33,2022-04-26,Free,Active,2,0,No,No,4,6.31,Electronic,Lyrics,Mood-based Auto Playlists,Car System,10,13
32008,Australia,26,2019-04-08,Premium Individual,Active,0,0,Yes,Yes,4,9.2,Pop,Discover Weekly,Mood-based Auto Playlists,Smart Speaker,5,11
32009,Germany,33,2020-02-13,Free,Active,2,0,Yes,Yes,2,7.73,Hip-Hop,Daily Mix,Lyrics Translation,Mobile,6,6
32010,Indonesia,60,2021-09-22,Free,Inactive,7,1,No,No,4,5.2,R&B,Podcasts,HiFi Audio,Smart Speaker,8,7
32011,Spain,56,2023-06-11,Free,Active,2,0,No,No,2,11.08,Jazz,AI DJ,Better AI Recommendations,Mobile,7,10
32012,Brazil,44,2022-08-03,Free,Active,0,0,No,No,4,4.32,Classical,Radio,Mood-based Auto Playlists,Tablet,8,7
32013,Spain,25,2022-07-30,Free,Active,3,1,No,No,5,9.83,Bollywood,Lyrics,Better AI Recommendations,Car System,6,10
32014,USA,60,2025-08-22,Student,Active,1,0,Yes,No,5,8.59,Pop,Radio,Lyrics Translation,Smart Speaker,8,8
32015,UK,53,2021-06-19,Premium Family,Active,2,0,No,No,4,11.24,Electronic,Lyrics,Better AI Recommendations,Car System,11,9
32016,UK,28,2025-03-16,Free,Active,2,0,Yes,No,1,11.56,Electronic,Podcasts,Concert Alerts,Desktop,8,12
32017,UK,43,2019-12-05,Premium Individual,Active,0,0,Yes,No,1,8.88,Latin,Podcasts,Social Listening,Car System,8,12
32018,Australia,29,2024-05-21,Premium Individual,Active,0,0,No,No,4,9.04,K-Pop,AI DJ,Mood-based Auto Playlists,Tablet,9,8
32019,UK,26,2021-07-30,Free,Active,2,0,No,No,4,15.63,K-Pop,Daily Mix,Better AI Recommendations,Smart Speaker,5,12
32020,Mexico,19,2024-06-06,Premium Individual,Active,0,0,No,No,2,5.9,K-Pop,Lyrics,Concert Alerts,Car System,10,3
32021,Indonesia,18,2024-05-20,Free,Active,2,0,No,No,5,12.73,Jazz,AI DJ,HiFi Audio,Smart Speaker,6,10
32022,Canada,17,2025-02-22,Free,Active,1,0,No,No,4,8.13,Electronic,Podcasts,Mood-based Auto Playlists,Smart Speaker,14,5
32023,Indonesia,58,2019-04-29,Premium Family,Active,1,0,Yes,No,3,8.01,Rock,Playlists,Lyrics Translation,Tablet,5,14
32024,Brazil,36,2020-11-30,Free,Active,0,0,No,No,5,6.78,Rock,Playlists,Social Listening,Mobile,9,7
32025,Australia,54,2026-01-09,Free,Active,1,0,Yes,Yes,5,9.36,Country,Discover Weekly,HiFi Audio,Tablet,3,10
32026,Australia,18,2020-05-24,Free,Active,0,0,Yes,No,5,2.78,Electronic,Discover Weekly,HiFi Audio,Smart Speaker,10,10
32027,Australia,47,2024-05-31,Student,Active,0,0,Yes,No,5,12.14,K-Pop,Lyrics,HiFi Audio,Tablet,9,7
32028,Mexico,40,2022-02-20,Free,Active,0,0,No,No,5,17.66,Latin,Playlists,Better AI Recommendations,Desktop,10,9
32029,France,27,2023-10-22,Free,Inactive,4,1,No,No,4,7.93,Rock,Daily Mix,Social Listening,Smart Speaker,5,9
32030,Canada,52,2021-11-28,Premium Individual,Active,1,0,No,No,4,7.94,Rock,AI DJ,Better AI Recommendations,Tablet,10,14
32031,Canada,48,2025-06-27,Free,Active,0,0,Yes,No,5,11.54,K-Pop,Radio,Mood-based Auto Playlists,Smart Speaker,7,15
32032,India,26,2020-05-04,Premium Individual,Active,0,0,Yes,No,2,9.17,R&B,Playlists,Concert Alerts,Smart Speaker,7,6
32033,Brazil,31,2025-04-21,Free,Active,0,0,Yes,No,5,19.79,Latin,Offline Mode,Mood-based Auto Playlists,Desktop,3,5
32034,Australia,46,2025-09-15,Premium Family,Active,3,1,Yes,No,5,11.15,Jazz,Lyrics,Better AI Recommendations,Desktop,9,15
32035,Germany,58,2023-08-07,Premium Individual,Active,2,0,No,No,5,12.01,R&B,Offline Mode,Mood-based Auto Playlists,Car System,8,6
32036,Mexico,29,2022-02-09,Free,Active,0,0,No,No,5,12.02,Electronic,Discover Weekly,Mood-based Auto Playlists,Car System,9,12
32037,Spain,56,2022-10-10,Premium Family,Active,0,0,Yes,No,4,6.95,Rock,Offline Mode,HiFi Audio,Desktop,9,11
32038,Italy,52,2025-03-03,Premium Individual,Active,0,0,Yes,No,3,9.34,K-Pop,Daily Mix,Mood-based Auto Playlists,Car System,7,10
32039,Brazil,56,2025-02-11,Free,Active,0,0,No,No,4,9.34,Rock,Offline Mode,Better AI Recommendations,Mobile,13,14
32040,Germany,38,2018-11-20,Free,Active,1,0,Yes,No,4,6.74,Pop,Lyrics,Mood-based Auto Playlists,Tablet,9,14
32041,USA,52,2018-12-24,Premium Individual,Active,1,0,No,No,4,2.91,Hip-Hop,Podcasts,Better AI Recommendations,Desktop,8,8
32042,Germany,41,2023-04-04,Free,Active,2,0,No,No,5,10.53,Pop,Discover Weekly,Better AI Recommendations,Car System,9,8
32043,USA,41,2022-09-21,Free,Active,0,0,No,No,2,11.22,Latin,Podcasts,Social Listening,Mobile,12,8
32044,France,49,2022-06-26,Premium Individual,Active,0,0,No,No,4,7.81,Bollywood,Lyrics,HiFi Audio,Desktop,5,13
32045,Italy,45,2025-04-09,Premium Duo,Inactive,3,1,No,No,4,4.42,Classical,Offline Mode,Concert Alerts,Desktop,9,16
32046,USA,18,2019-03-05,Student,Active,1,0,No,No,2,12.04,Hip-Hop,Podcasts,Lyrics Translation,Car System,8,11
32047,Brazil,60,2025-01-01,Premium Individual,Active,3,1,Yes,No,4,15.3,Indie,Radio,Concert Alerts,Tablet,8,8
32048,Germany,25,2022-11-01,Free,Active,2,0,Yes,No,4,10.48,Electronic,Podcasts,HiFi Audio,Mobile,9,11
32049,France,35,2023-01-24,Free,Active,0,0,No,No,5,13.59,Classical,Daily Mix,Lyrics Translation,Desktop,5,12
32050,Indonesia,45,2018-01-18,Premium Individual,Active,0,0,Yes,No,4,14.2,K-Pop,Discover Weekly,Mood-based Auto Playlists,Desktop,8,10
32051,Italy,49,2019-11-13,Premium Individual,Active,1,0,No,No,4,4.84,Classical,Discover Weekly,Social Listening,Tablet,9,11
32052,Mexico,41,2020-09-08,Free,Active,0,0,Yes,Yes,4,11.25,Electronic,Discover Weekly,Lyrics Translation,Mobile,11,9
32053,Germany,23,2019-04-28,Free,Active,0,0,No,No,5,6.33,K-Pop,Offline Mode,Concert Alerts,Tablet,14,8
32054,Canada,57,2024-02-24,Premium Duo,Active,0,0,No,No,2,9.52,Indie,Lyrics,Concert Alerts,Smart Speaker,3,9
32055,Italy,22,2024-01-11,Free,Inactive,4,1,Yes,No,1,8.29,Bollywood,Playlists,Mood-based Auto Playlists,Mobile,8,9
32056,Canada,34,2018-03-03,Free,Active,0,0,No,No,3,9.19,Latin,Discover Weekly,Mood-based Auto Playlists,Desktop,10,6
32057,India,35,2018-04-07,Premium Individual,Active,0,0,No,No,4,10.96,Classical,Lyrics,Better AI Recommendations,Tablet,7,7
32058,Mexico,45,2018-08-04,Premium Family,Active,1,0,Yes,No,5,15.77,Pop,Podcasts,HiFi Audio,Mobile,9,7
32059,France,48,2018-10-06,Free,Active,1,0,Yes,Yes,3,8.52,R&B,Podcasts,Concert Alerts,Mobile,11,5
32060,Germany,50,2024-11-29,Free,Active,2,0,Yes,No,3,12.47,Rock,Discover Weekly,Lyrics Translation,Car System,13,5
32061,Australia,40,2024-02-16,Student,Inactive,5,1,No,No,3,10.53,Bollywood,AI DJ,Lyrics Translation,Mobile,10,12
32062,India,36,2018-06-20,Premium Family,Active,0,0,No,No,4,3.33,K-Pop,Radio,Lyrics Translation,Desktop,7,13
32063,Mexico,19,2025-01-19,Premium Individual,Active,0,0,No,No,3,9.8,Electronic,Radio,Social Listening,Desktop,7,14
32064,Italy,38,2025-07-04,Premium Individual,Active,1,0,No,No,4,9.27,Pop,Lyrics,HiFi Audio,Mobile,8,15
32065,Italy,56,2022-02-07,Free,Active,5,1,No,No,3,15.19,Jazz,Playlists,Social Listening,Car System,5,9
32066,Mexico,44,2024-02-17,Free,Inactive,3,1,Yes,Yes,5,14.44,Country,Podcasts,Concert Alerts,Tablet,11,9
32067,Mexico,32,2025-05-03,Free,Active,1,0,No,No,3,12.25,Jazz,AI DJ,Concert Alerts,Tablet,12,6
32068,India,17,2018-04-25,Premium Duo,Active,1,0,No,No,4,12.66,Jazz,AI DJ,Mood-based Auto Playlists,Smart Speaker,6,10
32069,India,16,2020-12-07,Premium Duo,Active,1,0,Yes,Yes,5,15.47,Pop,Offline Mode,HiFi Audio,Desktop,8,4
32070,Italy,26,2018-10-23,Free,Active,1,0,No,No,2,5.59,Rock,Radio,Lyrics Translation,Car System,6,12
32071,UK,46,2019-11-14,Student,Active,2,0,No,No,4,11.52,Electronic,Radio,Concert Alerts,Mobile,8,12
32072,Germany,52,2023-12-25,Free,Active,2,0,No,No,3,13.66,Jazz,Lyrics,HiFi Audio,Desktop,8,7
32073,Germany,45,2022-07-16,Premium Individual,Active,0,0,Yes,No,5,14.62,Bollywood,Offline Mode,Lyrics Translation,Desktop,6,14
32074,Italy,20,2023-04-21,Free,Active,1,0,No,No,1,9.18,Indie,Radio,Social Listening,Smart Speaker,12,17
32075,Canada,59,2021-04-20,Premium Family,Active,0,0,No,No,3,10.13,Rock,Radio,HiFi Audio,Tablet,9,12
32076,Canada,31,2021-02-05,Free,Active,0,0,No,No,4,7.45,Hip-Hop,Playlists,HiFi Audio,Mobile,14,9
32077,USA,38,2021-12-11,Premium Family,Active,0,0,No,No,3,7.99,R&B,Podcasts,Better AI Recommendations,Smart Speaker,3,12
32078,Brazil,30,2018-10-06,Premium Individual,Active,1,0,No,No,4,8.96,Electronic,Discover Weekly,Social Listening,Mobile,7,15
32079,Indonesia,24,2025-02-17,Student,Active,0,0,No,No,3,9.96,Jazz,Playlists,Concert Alerts,Car System,4,12
32080,UK,35,2018-04-02,Premium Family,Active,0,0,Yes,No,3,13.37,Country,Playlists,Mood-based Auto Playlists,Mobile,6,13
32081,Brazil,20,2019-02-11,Free,Inactive,3,1,No,No,4,4.18,Indie,Radio,Social Listening,Car System,17,8
32082,Mexico,17,2022-09-18,Free,Active,1,0,No,No,3,10.51,K-Pop,Lyrics,HiFi Audio,Desktop,5,9
32083,France,24,2020-09-17,Premium Individual,Inactive,4,1,Yes,No,4,15.69,Hip-Hop,Radio,Lyrics Translation,Mobile,2,12
32084,Canada,44,2024-12-12,Free,Inactive,5,1,Yes,No,4,8.97,Rock,Daily Mix,Concert Alerts,Mobile,8,15
32085,Indonesia,56,2020-11-12,Premium Individual,Inactive,3,1,No,No,3,7.2,Hip-Hop,Podcasts,Social Listening,Car System,6,13
32086,India,43,2024-11-02,Student,Active,2,0,No,No,4,8.39,Electronic,Radio,Social Listening,Tablet,7,5
32087,Indonesia,25,2021-06-04,Premium Family,Active,0,0,No,No,3,7.37,R&B,Daily Mix,Mood-based Auto Playlists,Mobile,6,12
32088,UK,48,2021-09-06,Premium Family,Active,1,0,No,No,4,5.35,Latin,Podcasts,Lyrics Translation,Tablet,9,8
32089,Italy,20,2023-09-20,Premium Individual,Active,0,0,Yes,No,5,9.95,Electronic,Radio,HiFi Audio,Car System,9,10
32090,Spain,30,2024-07-03,Student,Active,1,0,No,No,5,10.77,Latin,Discover Weekly,Mood-based Auto Playlists,Desktop,6,15
32091,USA,47,2023-02-11,Premium Individual,Active,0,0,No,No,5,6.58,Rock,Lyrics,Social Listening,Car System,8,5
32092,Australia,56,2018-04-30,Free,Active,1,0,Yes,No,3,9.32,Pop,Podcasts,Social Listening,Tablet,11,9
32093,Mexico,23,2021-01-28,Free,Active,0,0,No,No,3,8.16,K-Pop,Lyrics,Lyrics Translation,Tablet,7,11
32094,USA,21,2022-05-09,Free,Active,0,0,Yes,No,3,12.95,Country,AI DJ,Mood-based Auto Playlists,Desktop,11,6
32095,Italy,54,2021-01-21,Premium Individual,Active,1,0,Yes,No,1,1.3,Bollywood,Daily Mix,Better AI Recommendations,Tablet,5,18
32096,USA,47,2020-11-27,Premium Individual,Active,2,0,No,No,3,11.22,Classical,Lyrics,Concert Alerts,Car System,13,11
32097,UK,24,2019-09-22,Premium Individual,Active,0,0,No,No,3,8.47,Pop,Daily Mix,Lyrics Translation,Desktop,7,12
32098,Canada,16,2022-08-24,Student,Active,3,1,No,No,3,5.67,Latin,Discover Weekly,Better AI Recommendations,Car System,2,7
32099,Brazil,35,2023-04-20,Premium Individual,Active,1,0,Yes,No,4,8.31,Rock,Discover Weekly,Mood-based Auto Playlists,Smart Speaker,2,8
32100,India,56,2018-04-15,Free,Active,1,0,No,No,5,12.31,Bollywood,Playlists,Concert Alerts,Smart Speaker,10,7
32101,Italy,48,2020-09-29,Free,Active,3,1,No,No,4,9.41,Indie,Radio,HiFi Audio,Tablet,11,11
32102,Spain,47,2025-01-06,Free,Active,2,0,Yes,No,4,9.34,Country,AI DJ,Mood-based Auto Playlists,Smart Speaker,3,14
32103,Spain,18,2020-04-15,Free,Active,1,0,No,No,5,14.07,Indie,Discover Weekly,Concert Alerts,Mobile,3,11
32104,Spain,24,2019-07-11,Free,Active,1,0,No,No,2,3.04,Pop,Discover Weekly,Lyrics Translation,Desktop,8,15
32105,Indonesia,17,2024-03-07,Free,Active,1,0,No,No,4,13.37,Rock,Daily Mix,Lyrics Translation,Mobile,6,13
32106,Spain,60,2023-04-16,Student,Inactive,4,1,Yes,No,2,13.4,R&B,Podcasts,Better AI Recommendations,Car System,7,7
32107,Mexico,45,2025-12-15,Premium Family,Active,1,0,No,No,4,0.0,Country,Radio,Better AI Recommendations,Desktop,11,7
32108,Mexico,35,2023-04-15,Free,Active,1,0,No,No,4,11.42,Classical,Podcasts,Mood-based Auto Playlists,Tablet,9,11
32109,France,29,2020-05-12,Premium Duo,Active,0,0,No,No,3,12.81,Jazz,Podcasts,Mood-based Auto Playlists,Mobile,8,9
32110,Canada,52,2025-09-15,Free,Active,2,0,No,No,4,12.66,Bollywood,Lyrics,Mood-based Auto Playlists,Car System,7,7
32111,Mexico,32,2024-06-25,Premium Individual,Active,8,1,No,No,2,3.0,Latin,AI DJ,Concert Alerts,Desktop,9,12
32112,Spain,33,2020-08-01,Free,Active,0,0,No,No,4,10.11,R&B,AI DJ,HiFi Audio,Car System,9,13
32113,Indonesia,28,2019-05-26,Premium Individual,Active,0,0,Yes,No,3,10.66,Jazz,AI DJ,Lyrics Translation,Smart Speaker,8,10
32114,Indonesia,48,2024-01-28,Free,Active,0,0,Yes,Yes,5,9.94,Latin,Offline Mode,Concert Alerts,Tablet,7,12
32115,Indonesia,49,2022-09-17,Premium Individual,Active,2,0,No,No,5,8.76,Rock,Playlists,Concert Alerts,Mobile,6,8
32116,India,53,2023-11-10,Premium Individual,Inactive,3,1,No,No,3,15.89,Classical,Lyrics,Mood-based Auto Playlists,Desktop,8,9
32117,Italy,18,2020-01-14,Premium Individual,Active,1,0,No,No,3,12.31,R&B,Lyrics,Lyrics Translation,Tablet,3,11
32118,France,23,2024-02-23,Free,Active,1,0,No,No,2,14.7,Jazz,Lyrics,Concert Alerts,Mobile,6,8
32119,Mexico,26,2023-05-28,Free,Active,2,0,No,No,4,14.31,Indie,Radio,HiFi Audio,Smart Speaker,6,6
32120,Spain,48,2018-02-05,Free,Active,0,0,Yes,No,3,8.8,K-Pop,Playlists,Better AI Recommendations,Car System,7,12
32121,Germany,24,2024-03-23,Premium Individual,Active,0,0,Yes,No,4,10.26,Pop,Daily Mix,Lyrics Translation,Desktop,8,10
32122,France,25,2019-01-26,Free,Active,2,0,No,No,3,4.2,Electronic,Radio,Better AI Recommendations,Car System,9,10
32123,Germany,22,2020-01-07,Free,Active,0,0,Yes,No,2,10.09,Hip-Hop,Lyrics,Mood-based Auto Playlists,Desktop,4,6
32124,Germany,29,2021-01-25,Free,Active,4,1,No,No,4,17.29,Country,Playlists,Lyrics Translation,Desktop,10,10
32125,India,30,2022-04-19,Premium Individual,Active,0,0,Yes,No,5,5.51,Rock,Podcasts,Concert Alerts,Car System,7,11
32126,Brazil,38,2022-01-31,Premium Duo,Active,1,0,Yes,No,5,23.22,Rock,Radio,Better AI Recommendations,Car System,13,8
32127,Mexico,46,2025-01-09,Premium Family,Active,2,0,No,No,4,6.79,Rock,Daily Mix,Better AI Recommendations,Desktop,7,12
32128,India,35,2024-02-11,Free,Active,0,0,Yes,No,4,15.17,Electronic,Podcasts,Social Listening,Car System,6,11
32129,Brazil,33,2025-05-23,Premium Individual,Active,1,0,No,No,5,12.36,Classical,Discover Weekly,Better AI Recommendations,Tablet,5,6
32130,France,28,2018-05-02,Premium Individual,Active,0,0,Yes,No,2,9.52,Hip-Hop,Lyrics,Social Listening,Tablet,9,9
32131,Canada,34,2022-04-05,Premium Individual,Active,1,0,No,No,2,7.24,Pop,Daily Mix,Lyrics Translation,Smart Speaker,5,13
32132,Brazil,39,2022-05-05,Premium Duo,Active,0,0,No,No,4,13.11,Jazz,Discover Weekly,Concert Alerts,Mobile,9,15
32133,Mexico,40,2021-01-31,Free,Active,0,0,Yes,No,3,10.02,Indie,Podcasts,Social Listening,Desktop,5,11
32134,Mexico,57,2019-11-29,Premium Individual,Active,1,0,No,No,5,10.93,R&B,Offline Mode,Concert Alerts,Car System,14,12
32135,USA,27,2023-11-11,Student,Active,1,0,No,No,4,10.28,Rock,Lyrics,Better AI Recommendations,Desktop,5,10
32136,Australia,42,2024-01-03,Free,Active,0,0,No,No,5,12.52,Electronic,Podcasts,Concert Alerts,Tablet,10,12
32137,Australia,41,2019-09-23,Free,Active,0,0,No,No,4,2.21,K-Pop,Playlists,Social Listening,Smart Speaker,10,10
32138,Germany,43,2024-01-16,Free,Active,1,0,No,No,3,9.95,R&B,Discover Weekly,Lyrics Translation,Smart Speaker,11,9
32139,France,44,2022-12-14,Premium Family,Active,0,0,No,No,5,4.48,Country,Radio,Mood-based Auto Playlists,Car System,9,9
32140,Australia,37,2022-04-21,Premium Individual,Active,0,0,Yes,No,4,6.98,Rock,Playlists,HiFi Audio,Tablet,8,14
32141,Brazil,47,2023-08-22,Free,Active,1,0,No,No,4,6.95,Classical,Discover Weekly,HiFi Audio,Tablet,9,14
32142,USA,46,2024-02-07,Premium Individual,Active,1,0,No,No,5,15.39,Pop,Discover Weekly,Social Listening,Mobile,6,15
32143,France,25,2019-01-24,Premium Individual,Active,0,0,Yes,Yes,1,9.99,K-Pop,Lyrics,Lyrics Translation,Mobile,5,12
32144,UK,48,2019-11-02,Free,Active,0,0,No,No,3,4.45,Latin,Playlists,Lyrics Translation,Mobile,0,5
32145,Indonesia,37,2025-12-29,Premium Duo,Active,0,0,Yes,No,1,8.78,Electronic,Radio,Concert Alerts,Desktop,8,7
32146,Canada,48,2020-04-24,Free,Active,0,0,Yes,Yes,3,8.08,Classical,Podcasts,Better AI Recommendations,Mobile,5,15
32147,UK,21,2025-11-17,Student,Active,2,0,No,No,4,15.6,Jazz,Radio,Lyrics Translation,Desktop,8,10
32148,Australia,23,2022-09-01,Free,Active,2,0,No,No,3,12.87,Rock,Podcasts,Mood-based Auto Playlists,Mobile,5,12
32149,Indonesia,34,2019-05-20,Premium Individual,Active,0,0,No,No,3,7.36,Electronic,Offline Mode,Concert Alerts,Smart Speaker,11,19
32150,USA,44,2022-01-04,Premium Family,Active,0,0,No,No,3,13.63,Hip-Hop,Discover Weekly,Lyrics Translation,Desktop,7,7
32151,Spain,47,2022-02-13,Free,Active,2,0,Yes,Yes,4,11.92,Pop,Offline Mode,Concert Alerts,Smart Speaker,5,12
32152,Italy,45,2022-08-02,Premium Individual,Active,3,1,No,No,3,13.42,K-Pop,Daily Mix,Lyrics Translation,Desktop,6,13
32153,Spain,42,2021-10-01,Free,Inactive,9,1,No,No,5,11.62,Indie,AI DJ,Mood-based Auto Playlists,Smart Speaker,13,12
32154,Mexico,56,2023-10-11,Premium Family,Active,0,0,No,No,4,9.23,Bollywood,Daily Mix,Social Listening,Mobile,7,11
32155,France,43,2020-12-20,Premium Individual,Inactive,3,1,No,No,1,14.1,Rock,Offline Mode,Mood-based Auto Playlists,Desktop,7,14
32156,Mexico,50,2025-07-21,Premium Duo,Inactive,5,1,No,No,5,11.6,Pop,Podcasts,Lyrics Translation,Desktop,6,13
32157,Germany,28,2025-06-02,Student,Inactive,6,1,No,No,3,11.86,Bollywood,Podcasts,Mood-based Auto Playlists,Car System,13,5
32158,Spain,26,2023-07-15,Premium Individual,Active,1,0,No,No,3,2.75,R&B,Radio,Mood-based Auto Playlists,Mobile,9,13
32159,Germany,55,2022-12-17,Free,Active,0,0,Yes,No,4,12.72,K-Pop,Lyrics,Lyrics Translation,Smart Speaker,8,6
32160,Indonesia,49,2019-03-21,Premium Individual,Active,2,0,No,No,3,14.19,Latin,Daily Mix,Concert Alerts,Mobile,13,10
32161,Brazil,49,2024-07-20,Premium Individual,Active,0,0,No,No,2,15.96,Electronic,Podcasts,Lyrics Translation,Desktop,9,13
32162,Italy,44,2022-07-12,Free,Active,3,1,Yes,No,5,4.16,Bollywood,Lyrics,Lyrics Translation,Desktop,7,11
32163,Australia,49,2018-02-18,Student,Active,1,0,No,No,3,3.72,Hip-Hop,Discover Weekly,Social Listening,Smart Speaker,11,12
32164,Indonesia,30,2022-01-21,Free,Active,0,0,No,No,3,10.17,Bollywood,Offline Mode,Lyrics Translation,Tablet,7,3
32165,Canada,60,2021-08-22,Premium Individual,Active,0,0,Yes,No,5,5.6,Indie,Podcasts,Better AI Recommendations,Desktop,2,12
32166,Italy,59,2024-03-03,Free,Active,1,0,No,No,2,6.68,Classical,Daily Mix,Social Listening,Tablet,5,14
32167,France,33,2022-04-27,Premium Individual,Inactive,3,1,Yes,No,1,15.82,Hip-Hop,Offline Mode,Mood-based Auto Playlists,Mobile,7,10
32168,Canada,26,2026-01-26,Premium Individual,Active,1,0,No,No,4,13.96,Classical,Offline Mode,HiFi Audio,Tablet,9,5
32169,Spain,33,2019-01-23,Premium Individual,Active,0,0,Yes,No,3,3.98,R&B,Offline Mode,Lyrics Translation,Tablet,5,11
32170,Canada,47,2018-05-24,Student,Active,0,0,Yes,No,4,5.7,Pop,Lyrics,Mood-based Auto Playlists,Car System,4,5
32171,Brazil,39,2018-06-22,Premium Individual,Active,0,0,No,No,1,3.16,Electronic,Discover Weekly,Social Listening,Car System,12,12
32172,Spain,30,2018-11-25,Free,Active,0,0,No,No,5,10.61,Jazz,Podcasts,Social Listening,Desktop,10,11
32173,UK,48,2021-10-21,Free,Active,0,0,No,No,3,2.53,Rock,Podcasts,HiFi Audio,Desktop,10,4
32174,UK,29,2024-09-17,Free,Active,2,0,No,No,4,13.16,Rock,Lyrics,HiFi Audio,Smart Speaker,10,12
32175,USA,38,2019-09-19,Premium Individual,Inactive,6,1,Yes,No,2,14.21,Classical,Radio,Lyrics Translation,Smart Speaker,5,9
32176,USA,58,2025-04-15,Premium Family,Active,0,0,No,No,3,12.08,R&B,AI DJ,Better AI Recommendations,Car System,8,7
32177,Indonesia,20,2021-02-05,Premium Individual,Active,1,0,No,No,5,5.73,K-Pop,Radio,Mood-based Auto Playlists,Car System,10,7
32178,Canada,35,2025-05-18,Free,Active,5,1,No,No,5,9.2,Electronic,Lyrics,HiFi Audio,Desktop,9,13
32179,Germany,46,2021-04-20,Free,Active,1,0,No,No,2,7.04,R&B,Discover Weekly,Mood-based Auto Playlists,Desktop,15,12
32180,India,53,2019-03-06,Free,Active,0,0,No,No,4,11.61,Electronic,AI DJ,HiFi Audio,Tablet,8,9
32181,Italy,32,2025-10-18,Student,Active,1,0,Yes,No,3,14.66,K-Pop,Podcasts,Concert Alerts,Car System,9,13
32182,Italy,22,2019-02-25,Premium Family,Active,0,0,Yes,No,2,12.09,Latin,Playlists,Lyrics Translation,Mobile,7,13
32183,France,22,2021-04-16,Free,Inactive,4,1,No,No,4,11.78,Jazz,Offline Mode,Lyrics Translation,Desktop,7,11
32184,Indonesia,25,2020-11-12,Free,Active,0,0,No,No,5,13.49,Indie,Discover Weekly,Better AI Recommendations,Desktop,9,8
32185,Indonesia,40,2021-09-04,Student,Active,1,0,Yes,Yes,4,9.9,Latin,Podcasts,HiFi Audio,Smart Speaker,12,13
32186,Canada,54,2025-11-27,Premium Individual,Inactive,3,1,No,No,4,7.73,Classical,Radio,Mood-based Auto Playlists,Car System,15,6
32187,Mexico,18,2020-09-01,Free,Active,0,0,No,No,5,2.53,Jazz,Lyrics,Lyrics Translation,Desktop,7,9
